Date/Time,Open,High,Low,Difference %
2025.09.10,1.17073,1.17306,1.16824,0.41
2025.09.09,1.17620,1.17799,1.17036,0.65
2025.09.08,1.17111,1.17654,1.17036,0.53
2025.09.05,1.16493,1.17593,1.16461,0.97
2025.09.04,1.16612,1.16694,1.16298,0.34
2025.09.03,1.16395,1.16820,1.16081,0.63
2025.09.02,1.17106,1.17180,1.16127,0.90
2025.09.01,1.16935,1.17362,1.16845,0.44
2025.08.29,1.16817,1.17089,1.16507,0.50
2025.08.28,1.16380,1.16972,1.16289,0.59
2025.08.27,1.16417,1.16475,1.15740,0.63
2025.08.26,1.16160,1.16652,1.16021,0.54
2025.08.25,1.17203,1.17259,1.16028,1.05
2025.08.22,1.16047,1.17425,1.15828,1.38
2025.08.21,1.16505,1.16626,1.16010,0.53
2025.08.20,1.16459,1.16736,1.16221,0.44
2025.08.19,1.16598,1.16928,1.16390,0.46
2025.08.18,1.17101,1.17157,1.16561,0.51
2025.08.15,1.16470,1.17151,1.16458,0.60
2025.08.14,1.17051,1.17150,1.16309,0.72
2025.08.13,1.16739,1.17301,1.16689,0.52
2025.08.12,1.16145,1.16971,1.15986,0.85
2025.08.11,1.16444,1.16754,1.15900,0.73
2025.08.08,1.16639,1.16792,1.16287,0.43
2025.08.07,1.16583,1.16986,1.16108,0.75
2025.08.06,1.15741,1.16683,1.15642,0.90
2025.08.05,1.15690,1.15876,1.15277,0.52
2025.08.04,1.15910,1.15963,1.15497,0.40
2025.08.01,1.14126,1.15969,1.13915,1.80
2025.07.31,1.14040,1.14606,1.14014,0.52
2025.07.30,1.15444,1.15725,1.14008,1.49
2025.07.29,1.15867,1.15989,1.15188,0.69
2025.07.28,1.17552,1.17700,1.15850,1.57
2025.07.25,1.17465,1.17609,1.17028,0.49
2025.07.24,1.17679,1.17887,1.17303,0.50
2025.07.23,1.17537,1.17751,1.17109,0.55
2025.07.22,1.16908,1.17607,1.16788,0.70
2025.07.21,1.16236,1.17166,1.16145,0.88
2025.07.18,1.15956,1.16716,1.15901,0.70
2025.07.17,1.16390,1.16424,1.15566,0.74
2025.07.16,1.15999,1.17212,1.15623,1.37
2025.07.15,1.16635,1.16925,1.15927,0.86
2025.07.14,1.16658,1.16978,1.16541,0.37
2025.07.11,1.16997,1.17138,1.16645,0.42
2025.07.10,1.17200,1.17494,1.16623,0.74
2025.07.09,1.17241,1.17291,1.16895,0.34
2025.07.08,1.17075,1.17650,1.16825,0.70
2025.07.07,1.17793,1.17901,1.16868,0.88
2025.07.04,1.17560,1.17873,1.17524,0.30
2025.07.03,1.17981,1.18100,1.17169,0.79
2025.07.02,1.18053,1.18098,1.17467,0.53
2025.07.01,1.17865,1.18298,1.17611,0.58
2025.06.30,1.17287,1.17881,1.17075,0.69
2025.06.27,1.17000,1.17539,1.16806,0.63
2025.06.26,1.16574,1.17449,1.16533,0.79
2025.06.25,1.16081,1.16650,1.15898,0.65
2025.06.24,1.15740,1.16417,1.15740,0.58
2025.06.23,1.14602,1.15814,1.14533,1.12
2025.06.20,1.14942,1.15439,1.14914,0.46
2025.06.19,1.14777,1.14999,1.14461,0.47
2025.06.18,1.14794,1.15300,1.14608,0.60
2025.06.17,1.15589,1.15796,1.14745,0.91
2025.06.16,1.15309,1.16147,1.15238,0.79
2025.06.13,1.15807,1.16143,1.14890,1.08
2025.06.12,1.14854,1.16311,1.14837,1.28
2025.06.11,1.14207,1.14994,1.14052,0.82
2025.06.10,1.14183,1.14475,1.13729,0.65
2025.06.09,1.13952,1.14391,1.13864,0.46
2025.06.06,1.14438,1.14572,1.13715,0.75
2025.06.05,1.14143,1.14948,1.14045,0.79
2025.06.04,1.13693,1.14344,1.13568,0.68
2025.06.03,1.14383,1.14544,1.13639,0.79
2025.06.02,1.13439,1.14498,1.13435,0.94
2025.05.30,1.13647,1.13897,1.13123,0.68
2025.05.29,1.12914,1.13843,1.12103,1.54
2025.05.28,1.13242,1.13454,1.12837,0.54
2025.05.27,1.13837,1.14071,1.13230,0.74
2025.05.26,1.13617,1.14185,1.13585,0.53
2025.05.23,1.12780,1.13754,1.12768,0.87
2025.05.22,1.13274,1.13448,1.12558,0.79
2025.05.21,1.12814,1.13628,1.12798,0.74
2025.05.20,1.12373,1.12858,1.12178,0.61
2025.05.19,1.11749,1.12879,1.11711,1.05
2025.05.16,1.11862,1.12195,1.11308,0.79
2025.05.15,1.11694,1.12279,1.11669,0.55
2025.05.14,1.11844,1.12655,1.11645,0.90
2025.05.13,1.10845,1.11946,1.10833,1.00
2025.05.12,1.11900,1.12426,1.10651,1.59
2025.05.09,1.12254,1.12928,1.11964,0.86
2025.05.08,1.12999,1.13361,1.12118,1.10
2025.05.07,1.13671,1.13780,1.12917,0.76
2025.05.06,1.13125,1.13808,1.12797,0.89
2025.05.05,1.12987,1.13646,1.12905,0.66
2025.05.02,1.12878,1.13808,1.12740,0.95
2025.05.01,1.13272,1.13409,1.12657,0.66
2025.04.30,1.13823,1.13994,1.13170,0.72
2025.04.29,1.14179,1.14218,1.13700,0.45
2025.04.28,1.13636,1.14248,1.13292,0.84
2025.04.25,1.13854,1.13924,1.13155,0.68
2025.04.24,1.13122,1.13975,1.13109,0.77
2025.04.23,1.14195,1.14399,1.13077,1.16
2025.04.22,1.15129,1.15470,1.14172,1.13
2025.04.21,1.13946,1.15729,1.13925,1.58
2025.04.18,1.13615,1.13972,1.13578,0.35
2025.04.17,1.13978,1.14090,1.13349,0.65
2025.04.16,1.12814,1.14127,1.12790,1.19
2025.04.15,1.13495,1.13789,1.12639,1.01
2025.04.14,1.13108,1.14244,1.12956,1.14
2025.04.11,1.11976,1.14736,1.11888,2.54
2025.04.10,1.09451,1.12414,1.09427,2.73
2025.04.09,1.09514,1.10948,1.09132,1.66
2025.04.08,1.09017,1.09916,1.08886,0.94
2025.04.07,1.08894,1.10498,1.08792,1.57
2025.04.04,1.10510,1.11076,1.09242,1.66
2025.04.03,1.08382,1.11462,1.08047,3.15
2025.04.02,1.07911,1.09242,1.07800,1.34
2025.04.01,1.08139,1.08299,1.07782,0.48
2025.03.31,1.08228,1.08492,1.07838,0.60
2025.03.28,1.08004,1.08447,1.07644,0.74
2025.03.27,1.07524,1.08210,1.07328,0.82
2025.03.26,1.07905,1.08025,1.07437,0.54
2025.03.25,1.08003,1.08300,1.07767,0.49
2025.03.24,1.08130,1.08579,1.07813,0.71
2025.03.21,1.08494,1.08611,1.07970,0.59
2025.03.20,1.09004,1.09171,1.08145,0.94
2025.03.19,1.09434,1.09465,1.08603,0.79
2025.03.18,1.09210,1.09545,1.08924,0.57
2025.03.17,1.08766,1.09297,1.08685,0.56
2025.03.14,1.08506,1.09125,1.08304,0.76
2025.03.13,1.08868,1.08970,1.08222,0.69
2025.03.12,1.09174,1.09314,1.08755,0.51
2025.03.11,1.08320,1.09471,1.08293,1.09
2025.03.10,1.08312,1.08744,1.08051,0.64
2025.03.07,1.07820,1.08884,1.07757,1.05
2025.03.06,1.07854,1.08534,1.07655,0.81
2025.03.05,1.06254,1.07965,1.06018,1.83
2025.03.04,1.04849,1.06272,1.04708,1.49
2025.03.03,1.04032,1.05036,1.03883,1.11
2025.02.28,1.03974,1.04198,1.03597,0.58
2025.02.27,1.04843,1.04922,1.03966,0.91
2025.02.26,1.05116,1.05287,1.04747,0.51
2025.02.25,1.04671,1.05191,1.04560,0.60
2025.02.24,1.04706,1.05282,1.04527,0.72
2025.02.21,1.05001,1.05054,1.04492,0.54
2025.02.20,1.04220,1.05033,1.04163,0.83
2025.02.19,1.04453,1.04613,1.04009,0.58
2025.02.18,1.04835,1.04862,1.04350,0.49
2025.02.17,1.04858,1.05062,1.04667,0.38
2025.02.14,1.04625,1.05140,1.04470,0.64
2025.02.13,1.03818,1.04668,1.03727,0.91
2025.02.12,1.03603,1.04298,1.03168,1.09
2025.02.11,1.03061,1.03813,1.02919,0.87
2025.02.10,1.02918,1.03363,1.02839,0.51
2025.02.07,1.03826,1.04124,1.03049,1.04
2025.02.06,1.04020,1.04058,1.03523,0.51
2025.02.05,1.03783,1.04424,1.03696,0.70
2025.02.04,1.03423,1.03874,1.02721,1.11
2025.02.03,1.02327,1.03497,1.02103,1.36
2025.01.31,1.03879,1.04340,1.03496,0.81
2025.01.30,1.04203,1.04677,1.03861,0.78
2025.01.29,1.04298,1.04434,1.03822,0.59
2025.01.28,1.04911,1.04932,1.04137,0.76
2025.01.27,1.04763,1.05330,1.04539,0.76
2025.01.24,1.04140,1.05213,1.04115,1.05
2025.01.23,1.04072,1.04378,1.03719,0.63
2025.01.22,1.04228,1.04573,1.03921,0.63
2025.01.21,1.04156,1.04353,1.03420,0.90
2025.01.20,1.02792,1.04342,1.02663,1.63
2025.01.17,1.02996,1.03306,1.02652,0.63
2025.01.16,1.02892,1.03149,1.02604,0.53
2025.01.15,1.03074,1.03544,1.02590,0.93
2025.01.14,1.02441,1.03086,1.02371,0.70
2025.01.13,1.02357,1.02499,1.01772,0.71
2025.01.10,1.02990,1.03118,1.02127,0.96
2025.01.09,1.03178,1.03214,1.02836,0.37
2025.01.08,1.03395,1.03575,1.02731,0.82
2025.01.07,1.03893,1.04343,1.03394,0.91
2025.01.06,1.03015,1.04367,1.02932,1.39
2025.01.03,1.02640,1.03099,1.02612,0.47
2025.01.02,1.03503,1.03756,1.02237,1.47
2024.12.31,1.04069,1.04243,1.03440,0.77
2024.12.30,1.04247,1.04583,1.03717,0.83
2024.12.27,1.04174,1.04440,1.04049,0.38
2024.12.26,1.04012,1.04301,1.03905,0.38
2024.12.25,1.03860,1.04106,1.03860,0.24
2024.12.24,1.04043,1.04098,1.03835,0.25
2024.12.23,1.04308,1.04452,1.03842,0.58
2024.12.20,1.03599,1.04474,1.03429,1.01
2024.12.19,1.03507,1.04222,1.03472,0.72
2024.12.18,1.04904,1.05127,1.03439,1.61
2024.12.17,1.05094,1.05343,1.04790,0.53
2024.12.16,1.04854,1.05247,1.04745,0.48
2024.12.13,1.04653,1.05241,1.04531,0.68
2024.12.12,1.04935,1.05308,1.04637,0.64
2024.12.11,1.05261,1.05393,1.04802,0.56
2024.12.10,1.05529,1.05680,1.04984,0.66
2024.12.09,1.05544,1.05944,1.05320,0.59
2024.12.06,1.05839,1.06298,1.05423,0.83
2024.12.05,1.05100,1.05896,1.05077,0.78
2024.12.04,1.05065,1.05439,1.04723,0.68
2024.12.03,1.04966,1.05350,1.04807,0.52
2024.12.02,1.05711,1.05733,1.04607,1.07
2024.11.29,1.05511,1.05971,1.05414,0.53
2024.11.28,1.05654,1.05692,1.05275,0.39
2024.11.27,1.04868,1.05876,1.04744,1.08
2024.11.26,1.04928,1.05447,1.04250,1.14
2024.11.25,1.04806,1.05303,1.04490,0.78
2024.11.22,1.04735,1.04981,1.03325,1.58
2024.11.21,1.05430,1.05548,1.04622,0.88
2024.11.20,1.05931,1.06097,1.05068,0.97
2024.11.19,1.05979,1.06010,1.05233,0.73
2024.11.18,1.05280,1.06071,1.05280,0.75
2024.11.15,1.05299,1.05930,1.05163,0.73
2024.11.14,1.05617,1.05825,1.04960,0.82
2024.11.13,1.06208,1.06540,1.05556,0.93
2024.11.12,1.06534,1.06631,1.05951,0.64
2024.11.11,1.07093,1.07277,1.06286,0.93
2024.11.08,1.08038,1.08048,1.06868,1.09
2024.11.07,1.07271,1.08247,1.07129,1.04
2024.11.06,1.09235,1.09369,1.06824,2.33
2024.11.05,1.08757,1.09365,1.08724,0.59
2024.11.04,1.08778,1.09147,1.08699,0.41
2024.11.01,1.08830,1.09057,1.08317,0.68
2024.10.31,1.08551,1.08881,1.08441,0.41
2024.10.30,1.08178,1.08713,1.08079,0.59
2024.10.29,1.08117,1.08263,1.07688,0.53
2024.10.28,1.07933,1.08276,1.07819,0.42
2024.10.25,1.08270,1.08392,1.07930,0.43
2024.10.24,1.07804,1.08298,1.07706,0.55
2024.10.23,1.07964,1.08066,1.07612,0.42
2024.10.22,1.08149,1.08380,1.07926,0.42
2024.10.21,1.08605,1.08717,1.08111,0.56
2024.10.18,1.08308,1.08694,1.08252,0.41
2024.10.17,1.08611,1.08737,1.08110,0.58
2024.10.16,1.08883,1.09014,1.08532,0.44
2024.10.15,1.09078,1.09167,1.08819,0.32
2024.10.14,1.09310,1.09366,1.08881,0.44
2024.10.11,1.09299,1.09537,1.09116,0.39
2024.10.10,1.09368,1.09548,1.09000,0.50
2024.10.09,1.09782,1.09809,1.09362,0.41
2024.10.08,1.09723,1.09971,1.09608,0.33
2024.10.07,1.09620,1.09868,1.09542,0.30
2024.10.04,1.10292,1.10395,1.09512,0.80
2024.10.03,1.10440,1.10490,1.10082,0.37
2024.10.02,1.10668,1.10828,1.10325,0.45
2024.10.01,1.11344,1.11439,1.10458,0.88
2024.09.30,1.11582,1.12089,1.11136,0.85
2024.09.27,1.11763,1.12030,1.11248,0.70
2024.09.26,1.11322,1.11893,1.11257,0.57
2024.09.25,1.11791,1.12140,1.11215,0.83
2024.09.24,1.11107,1.11809,1.11033,0.70
2024.09.23,1.11580,1.11672,1.10831,0.75
2024.09.20,1.11611,1.11818,1.11360,0.41
2024.09.19,1.11184,1.11787,1.10683,0.99
2024.09.18,1.11128,1.11891,1.10966,0.83
2024.09.17,1.11320,1.11461,1.11109,0.32
2024.09.16,1.10757,1.11374,1.10743,0.57
2024.09.13,1.10739,1.11017,1.10703,0.28
2024.09.12,1.10111,1.10750,1.10055,0.63
2024.09.11,1.10189,1.10549,1.10019,0.48
2024.09.10,1.10334,1.10496,1.10151,0.31
2024.09.09,1.10781,1.10910,1.10335,0.52
2024.09.06,1.11100,1.11556,1.10656,0.81
2024.09.05,1.10817,1.11197,1.10746,0.41
2024.09.04,1.10430,1.10951,1.10363,0.53
2024.09.03,1.10690,1.10727,1.10263,0.42
2024.09.02,1.10462,1.10773,1.10419,0.32
2024.08.30,1.10766,1.10950,1.10438,0.46
2024.08.29,1.11193,1.11399,1.10556,0.76
2024.08.28,1.11834,1.11852,1.11050,0.72
2024.08.27,1.11605,1.11905,1.11501,0.36
2024.08.26,1.11854,1.12015,1.11500,0.46
2024.08.23,1.11110,1.12008,1.11055,0.86
2024.08.22,1.11491,1.11646,1.10980,0.60
2024.08.21,1.11290,1.11740,1.10992,0.67
2024.08.20,1.10843,1.11304,1.10719,0.53
2024.08.19,1.10265,1.10863,1.10227,0.58
2024.08.16,1.09713,1.10296,1.09703,0.54
2024.08.15,1.10124,1.10154,1.09495,0.60
2024.08.14,1.09916,1.10473,1.09754,0.65
2024.08.13,1.09303,1.09996,1.09137,0.79
2024.08.12,1.09142,1.09393,1.09100,0.27
2024.08.09,1.09174,1.09313,1.09090,0.20
2024.08.08,1.09210,1.09451,1.08814,0.58
2024.08.07,1.09299,1.09366,1.09053,0.29
2024.08.06,1.09500,1.09631,1.09037,0.54
2024.08.05,1.09225,1.10088,1.08923,1.07
2024.08.02,1.07911,1.09265,1.07818,1.34
2024.08.01,1.08256,1.08354,1.07774,0.54
2024.07.31,1.08144,1.08493,1.08019,0.44
2024.07.30,1.08203,1.08356,1.07982,0.35
2024.07.29,1.08553,1.08700,1.08028,0.62
2024.07.26,1.08448,1.08681,1.08420,0.24
2024.07.25,1.08396,1.08699,1.08282,0.38
2024.07.24,1.08528,1.08664,1.08256,0.38
2024.07.23,1.08908,1.08967,1.08438,0.49
2024.07.22,1.08988,1.08998,1.08730,0.25
2024.07.19,1.08956,1.09017,1.08756,0.24
2024.07.18,1.09384,1.09410,1.08935,0.43
2024.07.17,1.08984,1.09480,1.08950,0.49
2024.07.16,1.08938,1.09054,1.08715,0.31
2024.07.15,1.08852,1.09222,1.08818,0.37
2024.07.12,1.08673,1.09113,1.08614,0.46
2024.07.11,1.08292,1.08999,1.08254,0.69
2024.07.10,1.08125,1.08305,1.08108,0.18
2024.07.09,1.08240,1.08333,1.08054,0.26
2024.07.08,1.08014,1.08450,1.07998,0.42
2024.07.05,1.08101,1.08426,1.07993,0.40
2024.07.04,1.07853,1.08138,1.07833,0.28
2024.07.03,1.07443,1.08168,1.07363,0.75
2024.07.02,1.07393,1.07471,1.07100,0.35
2024.07.01,1.07438,1.07763,1.07197,0.53
2024.06.28,1.07031,1.07246,1.06852,0.37
2024.06.27,1.06798,1.07264,1.06770,0.46
2024.06.26,1.07136,1.07179,1.06660,0.48
2024.06.25,1.07316,1.07441,1.06906,0.50
2024.06.24,1.06849,1.07463,1.06837,0.59
2024.06.21,1.07014,1.07205,1.06710,0.46
2024.06.20,1.07422,1.07487,1.07016,0.44
2024.06.19,1.07397,1.07533,1.07248,0.27
2024.06.18,1.07336,1.07615,1.07099,0.48
2024.06.17,1.07028,1.07378,1.06863,0.48
2024.06.14,1.07361,1.07449,1.06676,0.72
2024.06.13,1.08076,1.08163,1.07328,0.77
2024.06.12,1.07404,1.08521,1.07346,1.09
2024.06.11,1.07642,1.07734,1.07194,0.50
2024.06.10,1.07783,1.07814,1.07327,0.45
2024.06.07,1.08873,1.09018,1.07993,0.94
2024.06.06,1.08681,1.09020,1.08619,0.37
2024.06.05,1.08785,1.08915,1.08544,0.34
2024.06.04,1.09039,1.09160,1.08590,0.52
2024.06.03,1.08462,1.09045,1.08278,0.71
2024.05.31,1.08316,1.08822,1.08112,0.66
2024.05.30,1.08007,1.08451,1.07883,0.53
2024.05.29,1.08562,1.08604,1.07999,0.56
2024.05.28,1.08571,1.08890,1.08521,0.34
2024.05.27,1.08450,1.08674,1.08405,0.25
2024.05.24,1.08145,1.08578,1.08054,0.48
2024.05.23,1.08221,1.08610,1.08048,0.52
2024.05.22,1.08531,1.08633,1.08174,0.42
2024.05.21,1.08562,1.08747,1.08425,0.30
2024.05.20,1.08664,1.08844,1.08540,0.28
2024.05.17,1.08665,1.08784,1.08356,0.39
2024.05.16,1.08842,1.08949,1.08544,0.37
2024.05.15,1.08175,1.08860,1.08130,0.67
2024.05.14,1.07897,1.08256,1.07669,0.54
2024.05.13,1.07721,1.08068,1.07658,0.38
2024.05.10,1.07820,1.07900,1.07603,0.28
2024.05.09,1.07477,1.07844,1.07239,0.56
2024.05.08,1.07538,1.07574,1.07350,0.21
2024.05.07,1.07667,1.07873,1.07478,0.37
2024.05.06,1.07600,1.07907,1.07553,0.33
2024.05.03,1.07244,1.08124,1.07227,0.84
2024.05.02,1.07104,1.07302,1.06742,0.52
2024.05.01,1.06643,1.07326,1.06494,0.78
2024.04.30,1.07202,1.07353,1.06647,0.66
2024.04.29,1.06898,1.07337,1.06898,0.41
2024.04.26,1.07291,1.07527,1.06738,0.74
2024.04.25,1.06985,1.07402,1.06783,0.58
2024.04.24,1.07004,1.07142,1.06779,0.34
2024.04.23,1.06541,1.07112,1.06385,0.68
2024.04.22,1.06495,1.06706,1.06239,0.44
2024.04.19,1.06423,1.06775,1.06104,0.63
2024.04.18,1.06719,1.06900,1.06413,0.46
2024.04.17,1.06187,1.06796,1.06060,0.69
2024.04.16,1.06233,1.06535,1.06010,0.49
2024.04.15,1.06352,1.06651,1.06202,0.42
2024.04.12,1.07252,1.07293,1.06226,0.99
2024.04.11,1.07421,1.07564,1.06992,0.53
2024.04.10,1.08562,1.08665,1.07288,1.27
2024.04.09,1.08587,1.08850,1.08477,0.34
2024.04.08,1.08347,1.08621,1.08208,0.38
2024.04.05,1.08361,1.08479,1.07913,0.52
2024.04.04,1.08356,1.08765,1.08312,0.42
2024.04.03,1.07691,1.08368,1.07640,0.68
2024.04.02,1.07428,1.07790,1.07246,0.51
2024.04.01,1.07882,1.07987,1.07309,0.63
2024.03.29,1.07897,1.08051,1.07678,0.35
2024.03.28,1.08271,1.08274,1.07751,0.48
2024.03.27,1.08304,1.08390,1.08108,0.26
2024.03.26,1.08369,1.08643,1.08242,0.37
2024.03.25,1.08068,1.08424,1.08021,0.37
2024.03.22,1.08593,1.08679,1.08017,0.61
2024.03.21,1.09214,1.09426,1.08554,0.80
2024.03.20,1.08648,1.09228,1.08364,0.80
2024.03.19,1.08718,1.08765,1.08347,0.38
2024.03.18,1.08905,1.09061,1.08661,0.37
2024.03.15,1.08825,1.08996,1.08730,0.24
2024.03.14,1.09470,1.09547,1.08806,0.68
2024.03.13,1.09257,1.09638,1.09201,0.40
2024.03.12,1.09252,1.09438,1.09023,0.38
2024.03.11,1.09411,1.09480,1.09145,0.31
2024.03.08,1.09472,1.09812,1.09183,0.57
2024.03.07,1.08980,1.09491,1.08678,0.75
2024.03.06,1.08560,1.09153,1.08421,0.67
2024.03.05,1.08549,1.08760,1.08403,0.33
2024.03.04,1.08359,1.08667,1.08350,0.29
2024.03.01,1.08046,1.08432,1.07981,0.42
2024.02.29,1.08376,1.08558,1.07958,0.55
2024.02.28,1.08437,1.08465,1.07966,0.46
2024.02.27,1.08504,1.08659,1.08330,0.30
2024.02.26,1.08318,1.08597,1.08126,0.43
2024.02.23,1.08221,1.08395,1.08117,0.26
2024.02.22,1.08182,1.08882,1.08026,0.79
2024.02.21,1.08071,1.08243,1.07899,0.32
2024.02.20,1.07770,1.08387,1.07615,0.72
2024.02.19,1.07718,1.07894,1.07621,0.25
2024.02.16,1.07718,1.07874,1.07319,0.52
2024.02.15,1.07250,1.07847,1.07246,0.56
2024.02.14,1.07080,1.07344,1.06949,0.37
2024.02.13,1.07702,1.07985,1.07005,0.91
2024.02.12,1.07767,1.08055,1.07559,0.46
2024.02.09,1.07767,1.07951,1.07621,0.31
2024.02.08,1.07704,1.07889,1.07416,0.44
2024.02.07,1.07539,1.07838,1.07492,0.32
2024.02.06,1.07418,1.07623,1.07225,0.37
2024.02.05,1.07854,1.07861,1.07231,0.58
2024.02.02,1.08712,1.08974,1.07804,1.08
2024.02.01,1.08180,1.08748,1.07799,0.88
2024.01.31,1.08446,1.08874,1.07949,0.85
2024.01.30,1.08307,1.08573,1.08119,0.42
2024.01.29,1.08468,1.08500,1.07958,0.50
2024.01.26,1.08449,1.08854,1.08128,0.67
2024.01.25,1.08843,1.09018,1.08216,0.74
2024.01.24,1.08529,1.09323,1.08446,0.81
2024.01.23,1.08816,1.09162,1.08215,0.87
2024.01.22,1.08906,1.09094,1.08800,0.27
2024.01.19,1.08757,1.08983,1.08656,0.30
2024.01.18,1.08816,1.09067,1.08466,0.55
2024.01.17,1.08744,1.08844,1.08445,0.37
2024.01.16,1.09494,1.09510,1.08620,0.81
2024.01.15,1.09480,1.09675,1.09335,0.31
2024.01.12,1.09715,1.09868,1.09359,0.46
2024.01.11,1.09722,1.10000,1.09302,0.64
2024.01.10,1.09307,1.09729,1.09228,0.46
2024.01.09,1.09495,1.09663,1.09103,0.51
2024.01.08,1.09386,1.09788,1.09226,0.51
2024.01.05,1.09441,1.09984,1.08767,1.11
2024.01.04,1.09206,1.09721,1.09160,0.51
2024.01.03,1.09396,1.09654,1.08929,0.66
2024.01.02,1.10427,1.10447,1.09383,0.96
2023.12.29,1.10595,1.10842,1.10339,0.45
2023.12.28,1.11047,1.11394,1.10552,0.76
2023.12.27,1.10417,1.11226,1.10286,0.85
2023.12.26,1.10009,1.10450,1.10009,0.40
2023.12.25,1.10108,1.10202,1.09933,0.24
2023.12.22,1.10109,1.10401,1.09938,0.42
2023.12.21,1.09394,1.10125,1.09352,0.71
2023.12.20,1.09808,1.09843,1.09298,0.50
2023.12.19,1.09228,1.09873,1.09148,0.66
2023.12.18,1.08973,1.09311,1.08920,0.36
2023.12.15,1.09915,1.10036,1.08885,1.05
2023.12.14,1.08728,1.10092,1.08707,1.27
2023.12.13,1.07937,1.08965,1.07731,1.14
2023.12.12,1.07640,1.08279,1.07586,0.64
2023.12.11,1.07592,1.07789,1.07415,0.35
2023.12.08,1.07931,1.08005,1.07236,0.71
2023.12.07,1.07631,1.08175,1.07552,0.58
2023.12.06,1.07950,1.08047,1.07586,0.43
2023.12.05,1.08351,1.08474,1.07781,0.64
2023.12.04,1.08771,1.08948,1.08040,0.83
2023.12.01,1.08854,1.09127,1.08287,0.77
2023.11.30,1.09681,1.09838,1.08794,0.95
2023.11.29,1.09918,1.10171,1.09601,0.52
2023.11.28,1.09528,1.10088,1.09344,0.68
2023.11.27,1.09438,1.09592,1.09251,0.31
2023.11.24,1.09037,1.09486,1.08949,0.49
2023.11.23,1.08875,1.09303,1.08834,0.43
2023.11.22,1.09100,1.09229,1.08522,0.65
2023.11.21,1.09394,1.09651,1.09001,0.59
2023.11.20,1.09095,1.09517,1.08974,0.50
2023.11.17,1.08517,1.09148,1.08247,0.83
2023.11.16,1.08461,1.08955,1.08300,0.60
2023.11.15,1.08784,1.08858,1.08315,0.50
2023.11.14,1.06975,1.08875,1.06928,1.82
2023.11.13,1.06818,1.07061,1.06650,0.38
2023.11.10,1.06671,1.06927,1.06560,0.34
2023.11.09,1.07079,1.07254,1.06601,0.61
2023.11.08,1.06993,1.07160,1.06593,0.53
2023.11.07,1.07168,1.07221,1.06640,0.54
2023.11.06,1.07232,1.07562,1.07161,0.37
2023.11.03,1.06213,1.07467,1.06146,1.24
2023.11.02,1.05694,1.06675,1.05667,0.95
2023.11.01,1.05721,1.05806,1.05167,0.60
2023.10.31,1.06145,1.06748,1.05574,1.11
2023.10.30,1.05644,1.06250,1.05471,0.74
2023.10.27,1.05618,1.05970,1.05354,0.58
2023.10.26,1.05650,1.05691,1.05221,0.44
2023.10.25,1.05893,1.06067,1.05653,0.39
2023.10.24,1.06686,1.06942,1.05830,1.04
2023.10.23,1.05950,1.06779,1.05714,1.01
